zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,total_price,price_log
90026,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,175.0,5.1647859739235145
90015,House,Shared room,6,2.0,1.0,1.0,Real Bed,42.0,3.737669618283368
90031,Campsite,Entire home/apt,16,0.0,0.0,0.0,Real Bed,1000.0,6.907755278982138
90012,Serviced apartment,Private room,2,1.0,1.0,1.0,Real Bed,144.0,4.969813299576002
91732,House,Entire home/apt,12,4.5,4.0,7.0,Real Bed,409.0,6.013715156042802
90039,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90254,Condominium,Entire home/apt,7,2.0,2.0,0.0,Real Bed,425.0,6.052089168924417
90292,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,215.0,5.3706380281276624
91601,Townhouse,Private room,1,1.0,1.0,1.0,Real Bed,257.0,5.54907608489522
90272,House,Entire home/apt,5,2.5,4.0,4.0,Real Bed,500.0,6.214608098422191
90066,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,5.298317366548036
90005,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,65.0,4.174387269895637
90026,Guest suite,Entire home/apt,2,1.0,1.0,2.0,Real Bed,140.0,4.941642422609304
90802,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90035,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,153.0,5.030437921392434
90046,House,Entire home/apt,8,5.0,5.0,4.0,Real Bed,1350.0,7.2078598714324755
90265,Villa,Entire home/apt,10,5.0,5.0,5.0,Real Bed,3300.0,8.101677747454572
90043,Guest suite,Private room,2,1.0,0.0,1.0,Real Bed,85.0,4.442651256490317
90014,Loft,Private room,2,1.0,1.0,2.0,Real Bed,100.0,4.605170185988092
90023,House,Private room,2,2.0,1.0,2.0,Real Bed,53.0,3.970291913552122
91776,Townhouse,Private room,1,1.5,1.0,1.0,Real Bed,28.0,3.332204510175204
90291,Guesthouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,265.0,5.579729825986222
90024,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,338.0,5.823045895483018
91505,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,350.0,5.857933154483459
90024,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,418.0,6.035481432524756
90066,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,185.0,5.220355825078324
90046,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,3150.0,8.055157731819678
90019,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,300.0,5.703782474656202
90404,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,103.0,4.634728988229637
90019,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,77.0,4.343805421853683
90026,House,Entire home/apt,4,2.5,3.0,2.0,Real Bed,450.0,6.1092475827643655
90650,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,4.787491742782046
90292,Serviced apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,269.0,5.594711379601838
90077,House,Entire home/apt,12,6.0,6.0,6.0,Real Bed,1480.0,7.299797366758161
90302,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,129.0,4.859812404361672
90503,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,115.0,4.74493212836325
90405,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,334.0,5.811140992976701
90013,Loft,Entire home/apt,4,2.0,2.0,2.0,Real Bed,264.0,5.575949103146316
91214,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,225.0,5.416100402204419
90212,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,320.0,5.768320995793773
90028,Townhouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,230.0,5.4380793089231965
91776,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
90020,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90291,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,190.0,5.247024072160486
90014,Loft,Entire home/apt,8,2.0,2.0,4.0,Real Bed,1199.0,7.089243155027513
91101,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90014,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,125.0,4.8283137373023015
91604,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,320.0,5.768320995793773
91776,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90638,House,Private room,2,1.0,1.0,1.0,Real Bed,42.0,3.737669618283368
91306,House,Private room,3,1.0,1.0,1.0,Real Bed,103.0,4.634728988229637
90291,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,185.0,5.220355825078324
91316,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,220.0,5.393627546352363
90019,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,131.0,4.875197323201151
90802,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,169.0,5.1298987149230735
90025,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,125.0,4.8283137373023015
91732,Townhouse,Private room,3,1.0,1.0,2.0,Real Bed,90.0,4.499809670330264
91775,House,Private room,1,1.0,1.0,1.0,Real Bed,500.0,6.214608098422191
90001,Guesthouse,Entire home/apt,4,1.0,2.0,4.0,Real Bed,125.0,4.8283137373023015
90290,Yurt,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90292,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,229.0,5.433722003554241
90291,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,285.0,5.652489180268652
91776,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,175.0,5.1647859739235145
90031,House,Private room,2,1.0,1.0,1.0,Real Bed,64.0,4.158883083359672
90066,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,109.0,4.691347882229144
90211,Townhouse,Entire home/apt,4,2.0,2.0,2.0,Real Bed,310.0,5.736572297479192
91801,Condominium,Entire home/apt,5,1.0,2.0,4.0,Real Bed,201.0,5.303304908059076
90004,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90210,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90007,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
90019,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,156.0,5.049856007249537
90028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,104.0,4.6443908991413725
90046,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,149.0,5.003946305945459
90069,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,174.0,5.159055299214528
90034,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90036,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90232,Bungalow,Entire home/apt,6,2.0,3.0,3.0,Real Bed,500.0,6.214608098422191
90006,House,Shared room,4,3.0,1.0,10.0,Real Bed,15.0,2.7080502011022096
90069,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,320.0,5.768320995793773
91606,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,215.0,5.3706380281276624
91342,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90004,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,145.0,4.976733742420574
91745,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,4.23410650459726
90292,Townhouse,Entire home/apt,4,2.0,2.0,2.0,Real Bed,571.0,6.3473892096560105
90301,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90046,Hotel,Private room,4,1.0,1.0,2.0,Real Bed,120.0,4.787491742782046
90014,Loft,Entire home/apt,4,1.0,1.0,0.0,Real Bed,205.0,5.3230099791384085
90034,House,Entire home/apt,5,3.0,3.0,3.0,Real Bed,400.0,5.991464547107983
90301,Guesthouse,Private room,1,1.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
90036,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,224.0,5.41164605185504
93536,House,Private room,2,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
91304,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,4.07753744390572
90069,Villa,Entire home/apt,8,2.5,3.0,3.0,Real Bed,1090.0,6.9939329752231885
90278,Condominium,Entire home/apt,4,1.5,2.0,2.0,Real Bed,450.0,6.1092475827643655
93535,House,Private room,1,1.0,1.0,1.0,Real Bed,68.0,4.219507705176107
91604,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90042,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,240.0,5.48063892334199
90039,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
91303,House,Private room,1,1.0,1.0,1.0,Real Bed,37.0,3.610917912644224
90245,Loft,Private room,1,1.0,1.0,1.0,Real Bed,88.0,4.477336814478207
90004,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90015,Apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,305.0,5.720311776607412
90046,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,500.0,6.214608098422191
91745,Guesthouse,Shared room,2,1.0,1.0,4.0,Real Bed,35.0,3.555348061489413
90065,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,315.0,5.752572638825632
91106,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90038,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,335.0,5.814130531825067
91602,House,Entire home/apt,6,4.5,4.0,4.0,Real Bed,1867.0,7.532088143541722
90272,House,Private room,1,1.0,1.0,1.0,Real Bed,170.0,5.135798437050261
90015,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,568.0,6.3421214187211525
90292,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,500.0,6.214608098422191
91205,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
91605,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,70.0,4.248495242049359
90247,House,Private room,2,1.0,0.0,0.0,Real Bed,170.0,5.135798437050261
90404,Townhouse,Entire home/apt,3,2.5,2.0,2.0,Real Bed,163.0,5.093750200806762
91405,House,Shared room,2,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
91606,House,Shared room,1,1.0,1.0,1.0,Real Bed,10.0,2.302585092994046
91776,Guesthouse,Entire home/apt,4,1.0,2.0,2.0,Real Bed,158.0,5.062595033026967
91803,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,278.0,5.627621113690636
90292,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,365.0,5.899897353582492
93536,House,Private room,2,1.0,0.0,1.0,Real Bed,25.0,3.218875824868201
91406,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
90272,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,525.0,6.2633982625916245
91367,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90038,House,Private room,4,2.0,1.0,2.0,Real Bed,158.0,5.062595033026967
90012,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,288.0,5.662960480135946
90012,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,288.0,5.662960480135946
90034,Loft,Entire home/apt,2,1.0,1.0,2.0,Real Bed,390.0,5.966146739123692
90210,House,Entire home/apt,10,3.5,4.0,4.0,Real Bed,700.0,6.551080335043403
91325,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,130.0,4.867534450455582
90704,House,Entire home/apt,10,4.0,4.0,6.0,Real Bed,550.0,6.309918278226516
90019,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,267.0,5.58724865840025
91733,House,Private room,1,1.0,1.0,2.0,Real Bed,90.0,4.499809670330264
90077,House,Entire home/apt,14,10.0,7.0,7.0,Real Bed,6650.0,8.8023721336499
90012,Apartment,Entire home/apt,2,1.0,0.0,0.0,Real Bed,135.0,4.90527477843843
90254,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,305.0,5.720311776607412
90272,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,94.0,4.543294782270004
90036,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,170.0,5.135798437050261
90035,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,370.0,5.913503005638269
90065,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90804,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,62.0,4.127134385045092
90024,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,372.0,5.918893854273146
90066,House,Private room,2,1.0,1.0,1.0,Real Bed,190.0,5.247024072160486
91436,House,Entire home/apt,12,4.0,5.0,5.0,Real Bed,545.0,6.300785794663245
90292,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,218.0,5.384495062789089
91604,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,185.0,5.220355825078324
90291,Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,220.0,5.393627546352363
91748,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,89.0,4.48863636973214
90038,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,121.0,4.795790545596741
90291,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,530.0,6.272877006546168
91207,House,Entire home/apt,6,2.0,4.0,3.0,Real Bed,328.0,5.793013608384143
90211,Condominium,Entire home/apt,5,2.0,2.0,3.0,Real Bed,286.0,5.655991810819852
90043,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90028,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,224.0,5.41164605185504
90016,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,150.0,5.010635294096256
91356,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,556.0,6.320768294250582
91006,House,Private room,2,1.5,1.0,1.0,Real Bed,85.0,4.442651256490317
90024,Guest suite,Private room,1,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
90005,Apartment,Entire home/apt,2,1.0,0.0,0.0,Real Bed,125.0,4.8283137373023015
90069,House,Entire home/apt,5,3.5,3.0,5.0,Real Bed,1000.0,6.907755278982138
90301,House,Shared room,1,2.0,1.0,1.0,Real Bed,43.0,3.7612001156935615
90048,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,350.0,5.857933154483459
90025,Apartment,Entire home/apt,8,2.0,2.0,4.0,Real Bed,337.0,5.8200829303523625
90505,House,Private room,2,1.0,1.0,1.0,Real Bed,110.0,4.700480365792417
90019,Townhouse,Entire home/apt,10,3.5,4.0,6.0,Real Bed,565.0,6.336825731146441
90042,House,Private room,2,1.0,1.0,1.0,Real Bed,76.0,4.330733340286331
91776,Townhouse,Private room,3,1.0,1.0,2.0,Real Bed,100.0,4.605170185988092
91601,Apartment,Shared room,1,1.0,1.0,0.0,Real Bed,70.0,4.248495242049359
90291,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,324.0,5.780743515792329
90028,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,5.521460917862246
90210,Villa,Entire home/apt,10,6.5,6.0,6.0,Real Bed,3060.0,8.026170194946426
90069,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,205.0,5.3230099791384085
90292,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,155.0,5.043425116919247
90006,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90035,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,280.0,5.634789603169249
90017,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,224.0,5.41164605185504
90275,Condominium,Private room,1,2.0,2.0,1.0,Real Bed,42.0,3.737669618283368
90027,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,170.0,5.135798437050261
90049,Cottage,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90057,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90036,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90036,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,105.0,4.653960350157523
90019,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,168.0,5.123963979403259
90046,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,348.0,5.8522024797744745
91770,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
91303,House,Private room,2,1.5,1.0,1.0,Real Bed,85.0,4.442651256490317
90027,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,79.0,4.3694478524670215
90036,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90038,Bungalow,Entire home/apt,6,1.0,2.0,3.0,Real Bed,305.0,5.720311776607412
90802,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90057,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,140.0,4.941642422609304
91208,House,Entire home/apt,5,1.0,3.0,4.0,Real Bed,304.0,5.717027701406223
91006,House,Private room,4,1.0,2.0,2.0,Real Bed,135.0,4.90527477843843
90034,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90401,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,5.010635294096256
90028,Apartment,Entire home/apt,4,2.0,2.0,1.0,Real Bed,3200.0,8.070906088787819
90066,Other,Entire home/apt,2,1.0,0.0,1.0,Real Bed,67.0,4.204692619390967
90038,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,205.0,5.3230099791384085
90020,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90005,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,69.0,4.23410650459726
90048,House,Entire home/apt,10,7.5,6.0,6.0,Real Bed,1299.0,7.169350016670601
90068,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,188.0,5.236441962829949
90042,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90025,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,258.0,5.552959584921617
90034,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,289.0,5.666426688112433
90031,Bungalow,Entire home/apt,4,2.0,1.0,2.0,Real Bed,200.0,5.298317366548036
90069,Guesthouse,Entire home/apt,2,1.0,0.0,0.0,Real Bed,180.0,5.1929568508902095
90291,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90004,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,136.0,4.9126548857360515
90278,House,Private room,1,1.5,1.0,1.0,Real Bed,68.0,4.219507705176107
90049,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,234.0,5.455321115357702
90027,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,400.0,5.991464547107983
91101,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,239.0,5.476463551931511
91436,Villa,Entire home/apt,8,4.0,5.0,4.0,Real Bed,1598.0,7.37650812632622
90272,House,Private room,2,1.5,1.0,2.0,Real Bed,175.0,5.1647859739235145
90069,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,450.0,6.1092475827643655
91423,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,202.0,5.308267697401205
90056,House,Entire home/apt,8,8.0,4.0,4.0,Real Bed,1250.0,7.1308988302963465
91406,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,180.0,5.1929568508902095
91792,Tiny house,Entire home/apt,4,1.0,1.0,2.0,Real Bed,90.0,4.499809670330264
90292,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,175.0,5.1647859739235145
90405,Loft,Entire home/apt,4,1.0,1.0,1.0,Real Bed,315.0,5.752572638825632
90026,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,305.0,5.720311776607412
91307,House,Private room,2,1.0,1.0,0.0,Real Bed,122.0,4.804021044733257
90038,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,158.0,5.062595033026967
90028,Bed and breakfast,Private room,2,1.0,1.0,2.0,Real Bed,109.0,4.691347882229144
90815,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90026,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,120.0,4.787491742782046
90292,House,Private room,2,2.0,1.0,1.0,Real Bed,160.0,5.0751738152338275
91304,Condominium,Private room,2,1.5,1.0,2.0,Real Bed,269.0,5.594711379601838
90025,Condominium,Private room,1,2.5,1.0,1.0,Real Bed,69.0,4.23410650459726
91307,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90005,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,298.0,5.697093486505405
91604,House,Private room,4,1.5,1.0,1.0,Real Bed,115.0,4.74493212836325
90034,House,Private room,1,1.5,1.0,1.0,Futon,68.0,4.219507705176107
91381,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90064,House,Entire home/apt,12,1.5,2.0,0.0,Real Bed,350.0,5.857933154483459
90039,Guesthouse,Entire home/apt,6,2.0,3.0,3.0,Real Bed,695.0,6.543911845564794
90049,Guesthouse,Entire home/apt,4,1.0,1.0,3.0,Real Bed,325.0,5.783825182329737
90064,House,Entire home/apt,5,1.0,2.0,0.0,Real Bed,350.0,5.857933154483459
90026,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,374.0,5.924255797414531
90069,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,249.0,5.5174528964647065
90046,House,Entire home/apt,8,4.0,4.0,4.0,Real Bed,1800.0,7.495541943884256
90291,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,189.0,5.2417470150596435
90016,Guest suite,Entire home/apt,1,1.0,0.0,1.0,Futon,100.0,4.605170185988092
90068,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,155.0,5.043425116919247
91780,House,Private room,1,1.0,1.0,1.0,Real Bed,40.0,3.688879454113936
90029,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,120.0,4.787491742782046
90815,House,Private room,2,1.0,1.0,1.0,Real Bed,79.0,4.3694478524670215
91504,Townhouse,Private room,1,1.0,1.0,1.0,Futon,85.0,4.442651256490317
90046,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,468.0,6.148468295917647
90017,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,285.0,5.652489180268652
90026,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,500.0,6.214608098422191
90291,Townhouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,235.0,5.45958551414416
90069,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,225.0,5.416100402204419
90027,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,89.0,4.48863636973214
91307,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,4.8283137373023015
90291,Tent,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
91501,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,152.0,5.0238805208462765
90291,House,Entire home/apt,7,1.0,2.0,4.0,Real Bed,325.0,5.783825182329737
90278,House,Entire home/apt,8,2.5,3.0,6.0,Real Bed,394.0,5.976350909297934
91001,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,225.0,5.416100402204419
91501,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,148.0,4.997212273764115
90038,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,192.0,5.2574953720277815
91307,House,Private room,2,3.0,3.0,3.0,Real Bed,126.0,4.836281906951479
91208,Guest suite,Private room,3,1.0,1.0,2.0,Real Bed,145.0,4.976733742420574
90024,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,550.0,6.309918278226516
90717,House,Private room,1,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
91724,Guest suite,Entire home/apt,5,1.0,2.0,3.0,Real Bed,88.0,4.477336814478207
90016,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,168.0,5.123963979403259
90292,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,175.0,5.1647859739235145
90019,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,4.23410650459726
90405,House,Entire home/apt,7,2.5,3.0,5.0,Real Bed,850.0,6.745236349484363
91364,House,Entire home/apt,10,4.0,5.0,6.0,Real Bed,800.0,6.684611727667928
90026,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,450.0,6.1092475827643655
90028,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,165.0,5.105945473900579
90012,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,220.0,5.393627546352363
90006,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,60.0,4.0943445622220995
90291,Bungalow,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,5.521460917862246
90027,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,94.0,4.543294782270004
90815,Condominium,Entire home/apt,6,2.0,2.0,4.0,Real Bed,160.0,5.0751738152338275
91304,Guesthouse,Entire home/apt,1,1.0,1.0,1.0,Real Bed,59.0,4.07753744390572
90028,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,167.0,5.1179938124167546
91754,Apartment,Entire home/apt,6,2.5,3.0,3.0,Real Bed,6700.0,8.809862805379057
90024,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,379.0,5.937536205082426
90291,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,268.0,5.5909869805108565
90806,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,135.0,4.90527477843843
90278,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,112.0,4.718498871295094
91423,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,141.0,4.948759890378168
90291,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,475.0,6.163314804034642
90004,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,155.0,5.043425116919247
91755,House,Private room,2,2.0,1.0,1.0,Real Bed,48.0,3.8712010109078916
91103,House,Entire home/apt,8,1.5,3.0,4.0,Real Bed,340.0,5.828945617610208
90038,Townhouse,Entire home/apt,8,2.0,3.0,6.0,Real Bed,433.0,6.07073772800249
90046,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,117.0,4.762173934797756
91335,House,Private room,1,1.0,1.0,1.0,Real Bed,58.0,4.060443010546419
91607,House,Private room,2,1.0,2.0,1.0,Real Bed,245.0,5.5012582105447265
91405,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,135.0,4.90527477843843
90065,House,Entire home/apt,8,1.5,3.0,4.0,Real Bed,404.0,6.001414877961151
90277,Townhouse,Entire home/apt,8,2.5,3.0,3.0,Real Bed,800.0,6.684611727667928
90026,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,170.0,5.135798437050261
90049,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90028,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,249.0,5.5174528964647065
