zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,total_price,price_log
90042,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,4.976733742420574
90266,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,545.0,6.300785794663245
90068,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,4.787491742782046
91030,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,100.0,4.605170185988092
91750,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,4.976733742420574
90077,House,Entire home/apt,10,8.0,7.0,8.0,Real Bed,2200.0,7.696212639346408
90032,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,127.0,4.84418708645859
91748,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,155.0,5.043425116919247
90034,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,325.0,5.783825182329737
90046,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,230.0,5.4380793089231965
90029,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,75.0,4.31748811353631
90028,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,330.0,5.799092654460527
90018,House,Shared room,3,1.0,1.0,2.0,Real Bed,45.0,3.80666248977032
90024,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,488.0,6.190315405853148
90018,House,Shared room,4,1.0,1.0,4.0,Real Bed,45.0,3.80666248977032
90048,House,Shared room,1,2.0,1.0,4.0,Real Bed,50.0,3.912023005428147
90034,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,179.0,5.187385805840755
90042,Townhouse,Private room,1,1.5,2.0,2.0,Real Bed,105.0,4.653960350157523
90066,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,240.0,5.48063892334199
90019,House,Private room,4,1.5,1.0,1.0,Real Bed,280.0,5.634789603169249
91204,Other,Entire home/apt,16,1.0,1.0,1.0,Real Bed,600.0,6.396929655216146
90291,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
91606,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
91364,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,415.0,6.028278520230697
90069,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,429.0,6.061456918928018
90028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,129.0,4.859812404361672
91040,Camper/RV,Entire home/apt,4,1.5,1.0,1.0,Real Bed,81.0,4.394449154672439
90005,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,79.0,4.3694478524670215
90034,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,650.0,6.476972362889682
90027,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,177.0,5.17614973257383
90265,Townhouse,Entire home/apt,5,2.0,2.0,2.0,Real Bed,850.0,6.745236349484363
90005,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,184.0,5.214935757608987
91767,House,Private room,2,1.0,1.0,1.0,Real Bed,57.0,4.043051267834549
90027,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,635.0,6.453624998892693
90068,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,250.0,5.521460917862246
90250,House,Private room,3,2.0,1.0,3.0,Real Bed,41.0,3.7135720667043084
90027,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,144.0,4.969813299576002
90057,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,139.0,4.934473933130692
90265,Cabin,Entire home/apt,2,1.0,2.0,3.0,Real Bed,445.0,6.09807428216624
90065,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
90027,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,162.0,5.087596335232384
90290,Guest suite,Entire home/apt,4,1.0,2.0,3.0,Real Bed,228.0,5.429345628954442
90077,House,Entire home/apt,10,3.0,3.0,3.0,Real Bed,479.0,6.171700597410915
90291,Apartment,Entire home/apt,5,2.5,2.0,3.0,Real Bed,293.0,5.680172609017067
90036,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90046,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,638.0,6.45833828334479
90048,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,218.0,5.384495062789089
91101,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,249.0,5.5174528964647065
91356,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,389.0,5.963579343618447
90004,Apartment,Entire home/apt,6,1.0,2.0,0.0,Real Bed,283.0,5.645446897643237
90292,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,200.0,5.298317366548036
90066,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,37.0,3.610917912644224
90041,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,49.0,3.8918202981106265
90291,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,300.0,5.703782474656202
90254,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,205.0,5.3230099791384085
91605,Apartment,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,34.0,3.5263605246161616
90755,House,Private room,3,1.0,1.0,2.0,Real Bed,40.0,3.688879454113936
90026,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90066,House,Private room,1,1.0,2.0,2.0,Real Bed,100.0,4.605170185988092
91406,House,Entire home/apt,16,4.5,7.0,15.0,Real Bed,824.0,6.714170529909472
91105,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,289.0,5.666426688112433
90004,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,71.0,4.262679877041316
90025,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
91504,House,Private room,2,1.0,1.0,1.0,Real Bed,209.0,5.342334251964812
90017,Loft,Entire home/apt,4,1.0,0.0,2.0,Real Bed,184.0,5.214935757608987
91335,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90291,House,Private room,2,1.0,1.0,1.0,Real Bed,86.0,4.4543472962535064
90065,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,380.0,5.9401712527204324
90046,Guest suite,Entire home/apt,4,2.0,2.0,2.0,Futon,160.0,5.0751738152338275
90813,House,Private room,2,1.0,1.0,1.0,Real Bed,118.0,4.770684624465665
90405,Guesthouse,Entire home/apt,5,2.0,3.0,5.0,Real Bed,470.0,6.1527326947041034
90245,Guest suite,Entire home/apt,2,1.0,1.0,0.0,Real Bed,160.0,5.0751738152338275
90291,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,295.0,5.68697535633982
90803,House,Private room,2,1.0,1.0,1.0,Real Bed,141.0,4.948759890378168
90290,Apartment,Entire home/apt,2,0.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90035,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90042,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,75.0,4.31748811353631
90291,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,230.0,5.4380793089231965
90046,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,110.0,4.700480365792417
90026,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,5.298317366548036
90064,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90069,Bungalow,Entire home/apt,6,3.0,3.0,3.0,Real Bed,610.0,6.413458957167357
90063,Villa,Shared room,3,1.5,1.0,3.0,Real Bed,59.0,4.07753744390572
90713,House,Private room,2,1.0,1.0,1.0,Real Bed,77.0,4.343805421853683
90027,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90011,Apartment,Shared room,1,1.0,1.0,8.0,Real Bed,20.0,2.9957322735539913
90291,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,200.0,5.298317366548036
90057,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,59.0,4.07753744390572
90405,House,Shared room,1,1.0,1.0,1.0,Real Bed,46.0,3.828641396489095
90035,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
91401,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90068,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,190.0,5.247024072160486
90017,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,175.0,5.1647859739235145
91748,Bungalow,Private room,2,2.0,0.0,0.0,Real Bed,59.0,4.07753744390572
91602,Condominium,Entire home/apt,5,2.0,2.0,2.0,Real Bed,129.0,4.859812404361672
90015,House,Private room,1,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90266,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,290.0,5.66988092298052
90292,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,99.0,4.59511985013459
90049,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,260.0,5.5606816310155285
91352,Tiny house,Entire home/apt,4,1.0,0.0,2.0,Real Bed,120.0,4.787491742782046
90292,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,600.0,6.396929655216146
90017,Condominium,Entire home/apt,4,1.0,0.0,1.0,Real Bed,315.0,5.752572638825632
90029,Condominium,Entire home/apt,8,2.0,3.0,6.0,Real Bed,368.0,5.908082938168932
90044,House,Private room,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
90277,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,62.0,4.127134385045092
91411,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
91803,Bungalow,Private room,2,1.0,0.0,1.0,Real Bed,30.0,3.4011973816621555
90292,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,500.0,6.214608098422191
90014,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,290.0,5.66988092298052
91602,House,Entire home/apt,10,3.0,3.0,8.0,Real Bed,680.0,6.522092798170153
91801,House,Private room,2,1.0,1.0,1.0,Real Bed,108.0,4.68213122712422
90802,Apartment,Entire home/apt,3,1.0,1.0,0.0,Real Bed,185.0,5.220355825078324
90064,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,480.0,6.173786103901937
90036,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,180.0,5.1929568508902095
90292,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,500.0,6.214608098422191
90024,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,420.0,6.040254711277415
91604,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,280.0,5.634789603169249
91405,House,Private room,2,1.0,1.0,1.0,Real Bed,66.0,4.189654742026425
90012,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,210.0,5.3471075307174685
91307,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90405,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,201.0,5.303304908059076
90025,Apartment,Entire home/apt,3,1.0,0.0,0.0,Real Bed,112.0,4.718498871295094
91773,House,Private room,2,1.0,1.0,1.0,Real Bed,53.0,3.970291913552122
90043,House,Private room,2,1.0,1.0,1.0,Real Bed,53.0,3.970291913552122
90024,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,470.0,6.1527326947041034
91406,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
91335,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,74.0,4.30406509320417
90012,Condominium,Private room,3,1.0,1.0,1.0,Real Bed,81.0,4.394449154672439
90024,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
91754,Apartment,Entire home/apt,4,2.0,2.0,0.0,Real Bed,259.0,5.556828061699537
91405,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,200.0,5.298317366548036
91780,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
91304,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,202.0,5.308267697401205
90210,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,479.0,6.171700597410915
90291,House,Shared room,2,3.0,1.0,2.0,Real Bed,65.0,4.174387269895637
90012,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,104.0,4.6443908991413725
90254,House,Entire home/apt,16,2.0,2.0,3.0,Real Bed,2000.0,7.600902459542082
91335,Guest suite,Entire home/apt,4,1.0,0.0,1.0,Real Bed,80.0,4.382026634673881
91775,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,93.0,4.532599493153255
91754,Serviced apartment,Private room,2,1.5,1.0,1.0,Real Bed,135.0,4.90527477843843
90025,Condominium,Private room,1,1.0,0.0,1.0,Real Bed,65.0,4.174387269895637
90025,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149.0,5.003946305945459
91364,Villa,Entire home/apt,8,4.0,4.0,5.0,Real Bed,467.0,6.1463292576688975
90266,House,Entire home/apt,4,2.5,2.0,3.0,Real Bed,560.0,6.3279367837291955
91107,House,Entire home/apt,10,2.0,3.0,3.0,Real Bed,478.0,6.169610732491456
90290,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,260.0,5.5606816310155285
91773,House,Private room,2,1.0,1.0,1.0,Real Bed,58.0,4.060443010546419
90034,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90241,House,Private room,1,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90293,House,Private room,2,1.0,1.0,1.0,Real Bed,106.0,4.663439094112067
90068,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,350.0,5.857933154483459
91606,House,Shared room,2,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
90292,Condominium,Entire home/apt,4,1.0,1.0,3.0,Real Bed,298.0,5.697093486505405
91776,House,Private room,7,1.0,1.0,3.0,Real Bed,153.0,5.030437921392434
91321,Condominium,Private room,2,1.0,0.0,0.0,Real Bed,39.0,3.6635616461296463
90292,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,500.0,6.214608098422191
90027,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,164.0,5.0998664278242
90094,Loft,Entire home/apt,3,1.5,2.0,2.0,Real Bed,500.0,6.214608098422191
91606,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,399.0,5.988961416889863
90292,Bungalow,Private room,2,1.0,1.0,1.0,Real Bed,190.0,5.247024072160486
90034,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,270.0,5.598421958998375
90025,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,268.0,5.5909869805108565
90291,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,131.0,4.875197323201151
90031,Apartment,Entire home/apt,11,3.0,4.0,5.0,Real Bed,488.0,6.190315405853148
90006,House,Shared room,2,1.0,1.0,4.0,Real Bed,60.0,4.0943445622220995
90069,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1400.0,7.244227515603349
91775,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,278.0,5.627621113690636
91748,House,Private room,2,1.0,1.0,1.0,Real Bed,61.0,4.110873864173311
90057,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,191.0,5.25227342804663
90007,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,120.0,4.787491742782046
90027,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,79.0,4.3694478524670215
90291,Guest suite,Entire home/apt,3,1.0,0.0,2.0,Real Bed,300.0,5.703782474656202
90036,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,245.0,5.5012582105447265
90015,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,124.0,4.820281565605037
91351,House,Private room,2,1.5,1.0,1.0,Real Bed,89.0,4.48863636973214
90028,Apartment,Entire home/apt,7,1.0,1.0,4.0,Real Bed,224.0,5.41164605185504
90019,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90028,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,258.0,5.552959584921617
90802,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,270.0,5.598421958998375
90292,Townhouse,Entire home/apt,7,3.5,3.0,3.0,Real Bed,675.0,6.51471269087253
90006,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90254,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,295.0,5.68697535633982
90066,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,150.0,5.010635294096256
91367,Guest suite,Private room,3,1.0,1.0,2.0,Real Bed,95.0,4.553876891600541
90405,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,220.0,5.393627546352363
91602,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,370.0,5.913503005638269
90731,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,305.0,5.720311776607412
90292,House,Private room,3,1.0,1.0,2.0,Real Bed,164.0,5.0998664278242
90403,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,435.0,6.075346031088683
90291,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,97.0,4.574710978503383
90291,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,255.0,5.541263545158426
90046,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,461.0,6.133398042996649
91204,House,Entire home/apt,5,1.0,2.0,1.0,Real Bed,320.0,5.768320995793773
90019,House,Private room,2,1.5,1.0,1.0,Real Bed,115.0,4.74493212836325
91505,Guesthouse,Entire home/apt,4,1.0,1.0,1.0,Real Bed,205.0,5.3230099791384085
90007,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,64.0,4.158883083359672
91766,House,Private room,4,1.0,2.0,2.0,Real Bed,135.0,4.90527477843843
90806,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,264.0,5.575949103146316
90018,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90068,Guesthouse,Entire home/apt,4,1.0,2.0,2.0,Real Bed,225.0,5.416100402204419
90032,Condominium,Private room,4,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90293,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,405.0,6.003887067106539
91801,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,3.688879454113936
90019,Apartment,Entire home/apt,10,1.5,3.0,0.0,Real Bed,235.0,5.45958551414416
93535,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,3.688879454113936
90265,Villa,Entire home/apt,10,5.5,5.0,6.0,Real Bed,3950.0,8.281470857895169
91770,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90018,House,Private room,2,1.0,1.0,1.0,Real Bed,99.0,4.59511985013459
90037,House,Private room,2,3.0,1.0,1.0,Real Bed,108.0,4.68213122712422
90066,House,Entire home/apt,4,3.0,2.0,2.0,Real Bed,770.0,6.646390514847728
91604,Condominium,Private room,2,2.5,1.0,1.0,Real Bed,135.0,4.90527477843843
90210,Condominium,Entire home/apt,10,2.0,4.0,5.0,Real Bed,295.0,5.68697535633982
90277,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,156.0,5.049856007249537
90005,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90015,House,Private room,2,2.0,1.0,1.0,Real Bed,71.0,4.262679877041316
90014,Loft,Entire home/apt,3,1.0,1.0,1.0,Real Bed,205.0,5.3230099791384085
90028,Condominium,Entire home/apt,8,2.0,2.0,3.0,Real Bed,415.0,6.028278520230697
91504,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,160.0,5.0751738152338275
90292,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220.0,5.393627546352363
91722,Bungalow,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90230,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,189.0,5.2417470150596435
91401,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,170.0,5.135798437050261
90006,Apartment,Entire home/apt,9,1.0,2.0,9.0,Real Bed,190.0,5.247024072160486
90003,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90292,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,209.0,5.342334251964812
90291,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,500.0,6.214608098422191
91776,House,Private room,1,0.5,1.0,1.0,Real Bed,50.0,3.912023005428147
90241,House,Entire home/apt,16,3.5,5.0,5.0,Real Bed,735.0,6.5998704992128365
90045,Guesthouse,Entire home/apt,6,1.0,2.0,3.0,Real Bed,138.0,4.927253685157205
90028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
90025,Condominium,Entire home/apt,4,2.5,2.0,2.0,Real Bed,378.0,5.934894195619588
90802,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,275.0,5.616771097666573
90026,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,105.0,4.653960350157523
90014,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,205.0,5.3230099791384085
90401,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,120.0,4.787491742782046
91367,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,5.298317366548036
91780,House,Private room,2,1.0,1.0,1.0,Real Bed,62.0,4.127134385045092
90017,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,260.0,5.5606816310155285
90025,House,Private room,2,1.0,1.0,1.0,Real Bed,149.0,5.003946305945459
90015,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,240.0,5.48063892334199
90045,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,4.59511985013459
90024,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,359.0,5.883322388488279
90068,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,275.0,5.616771097666573
90802,Boutique hotel,Private room,3,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
91789,House,Private room,2,1.5,1.0,1.0,Real Bed,179.0,5.187385805840755
91406,House,Entire home/apt,9,3.0,4.0,5.0,Real Bed,627.0,6.440946540632922
90062,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,222.0,5.402677381872278
90048,House,Entire home/apt,7,6.0,7.0,7.0,Real Bed,845.0,6.739336627357174
90034,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,240.0,5.48063892334199
91335,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,198.0,5.288267030694535
90035,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,105.0,4.653960350157523
90012,Guest suite,Entire home/apt,5,1.0,0.0,3.0,Real Bed,339.0,5.82600010738045
90028,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,190.0,5.247024072160486
90020,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,162.0,5.087596335232384
91307,House,Entire home/apt,14,4.0,5.0,7.0,Real Bed,849.0,6.744059186311348
91604,Villa,Entire home/apt,8,2.5,3.0,4.0,Real Bed,750.0,6.620073206530356
90017,Condominium,Private room,2,1.5,1.0,1.0,Real Bed,112.0,4.718498871295094
90210,Villa,Entire home/apt,16,10.5,7.0,9.0,Real Bed,8360.0,9.031213706078747
90013,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,165.0,5.105945473900579
91355,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,180.0,5.1929568508902095
90024,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,398.0,5.986452005284437
91105,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,194.0,5.267858159063328
90068,Cottage,Entire home/apt,4,1.0,1.0,2.0,Real Bed,374.0,5.924255797414531
91020,Bungalow,Entire home/apt,5,1.0,2.0,0.0,Real Bed,275.0,5.616771097666573
91304,House,Private room,4,1.0,2.0,2.0,Real Bed,115.0,4.74493212836325
90042,Townhouse,Private room,1,1.0,1.0,0.0,Real Bed,81.0,4.394449154672439
90019,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,35.0,3.555348061489413
90038,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,189.0,5.2417470150596435
90069,House,Entire home/apt,8,3.5,3.0,5.0,Real Bed,500.0,6.214608098422191
91105,Condominium,Shared room,1,1.0,1.0,2.0,Real Bed,45.0,3.80666248977032
90019,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,340.0,5.828945617610208
90210,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,365.0,5.899897353582492
90057,House,Shared room,2,2.0,1.0,8.0,Real Bed,24.0,3.1780538303479458
90013,Loft,Private room,4,2.0,1.0,2.0,Real Bed,155.0,5.043425116919247
90278,House,Private room,1,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90028,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,250.0,5.521460917862246
90802,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149.0,5.003946305945459
90017,Loft,Entire home/apt,4,2.0,2.0,2.0,Real Bed,265.0,5.579729825986222
90025,Guesthouse,Entire home/apt,3,1.0,0.0,2.0,Real Bed,199.0,5.293304824724492
90301,House,Shared room,1,1.5,1.0,6.0,Real Bed,33.0,3.49650756146648
90028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,74.0,4.30406509320417
90069,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,164.0,5.0998664278242
90048,Apartment,Entire home/apt,5,2.0,2.0,5.0,Real Bed,315.0,5.752572638825632
90744,Hostel,Private room,2,5.0,1.0,1.0,Real Bed,59.0,4.07753744390572
90036,Villa,Entire home/apt,10,6.5,5.0,5.0,Real Bed,1895.0,7.546974117516527
91304,Guest suite,Entire home/apt,4,1.0,0.0,1.0,Real Bed,95.0,4.553876891600541
90066,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,170.0,5.135798437050261
90005,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,127.0,4.84418708645859
90059,Guesthouse,Shared room,1,1.5,1.0,2.0,Real Bed,20.0,2.9957322735539913
90046,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,318.0,5.762051382780178
90045,House,Entire home/apt,6,3.0,4.0,0.0,Real Bed,290.0,5.66988092298052
90265,House,Entire home/apt,16,4.5,6.0,7.0,Real Bed,1450.0,7.279318835414621
90064,House,Shared room,4,1.0,1.0,3.0,Real Bed,82.0,4.4067192472642525
90291,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,190.0,5.247024072160486
90013,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,192.0,5.2574953720277815
91411,Townhouse,Private room,2,1.0,1.0,0.0,Real Bed,95.0,4.553876891600541
91205,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,59.0,4.07753744390572
91601,House,Private room,2,1.5,1.0,1.0,Real Bed,185.0,5.220355825078324
90064,House,Entire home/apt,4,1.5,3.0,3.0,Real Bed,220.0,5.393627546352363
90006,House,Private room,2,1.0,1.0,1.0,Real Bed,93.0,4.532599493153255
90046,House,Private room,3,1.0,1.0,1.0,Real Bed,145.0,4.976733742420574
90023,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,205.0,5.3230099791384085
90028,Loft,Entire home/apt,6,2.0,2.0,3.0,Real Bed,424.0,6.049733455231958
91311,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
